 number of kpoints:        1936
 number of conduction states           2
 number of valence states           2
 # kx ky kz nocp nc nv  energy  xx  yy  zz  xy  xz  yz
  1.048595  2.500592  0.000000        14        15        14  3.309535  0.000010  0.000022  0.000000  0.000008  0.000000  0.000000
  0.957413  1.342423  0.000000        14        15        14  3.309542  0.000016  0.000020  0.000000 -0.000007  0.000000  0.000000
  1.322142  1.974152  0.000000        14        15        14  3.309580  0.000025  0.000011  0.000000 -0.000001  0.000000  0.000000
  0.683866  1.500355  0.000000        14        15        14  3.309589  0.000024  0.000011  0.000000 -0.000001  0.000000  0.000000
  1.641279  2.158406  0.000000        14        15        14  3.309603  0.000010  0.000016  0.000000  0.000007  0.000000  0.000000
  0.364729  1.316101  0.000000        14        15        14  3.309608  0.000012  0.000019  0.000000  0.000009  0.000000  0.000000
  1.322142  2.658525  0.000000        14        15        14  3.309610  0.000024  0.000012  0.000000 -0.000002  0.000000  0.000000
  0.683866  0.815983  0.000000        14        15        14  3.309617  0.000026  0.000013  0.000000 -0.000002  0.000000  0.000000
  1.686870  2.395304  0.000000        14        16        14  3.317267  1.201181  1.853458  0.000000 -0.184406  0.000000  0.000000
  1.094186  2.579558  0.000000        14        16        14  3.317291  1.185336  1.651042  0.000000  0.642424  0.000000  0.000000
  1.230959  1.974152  0.000000        14        16        14  3.317298  2.365156  1.210760  0.000000 -0.498390  0.000000  0.000000
  0.319138  1.079203  0.000000        14        16        14  3.317299  1.201053  1.853353  0.000000 -0.184348  0.000000  0.000000
  0.911822  0.894949  0.000000        14        16        14  3.317300  1.185270  1.650966  0.000000  0.642384  0.000000  0.000000
  0.775048  1.500355  0.000000        14        16        14  3.317322  2.365032  1.210686  0.000000 -0.498371  0.000000  0.000000
  1.094186  2.053118  0.000000        14        16        14  3.317325  1.927987  1.649934  0.000000 -0.753206  0.000000  0.000000
  0.911822  1.421389  0.000000        14        16        14  3.317352  1.927928  1.649860  0.000000 -0.753205  0.000000  0.000000
  1.230959  2.658525  0.000000        14        16        14  3.317467  1.853263  1.208925  0.000000  0.190024  0.000000  0.000000
  0.775048  0.815983  0.000000        14        16        14  3.317479  1.853142  1.208917  0.000000  0.190016  0.000000  0.000000
  1.686870  2.237372  0.000000        14        16        14  3.317518  0.977572  1.852455  0.000000  0.522286  0.000000  0.000000
  0.319138  1.237135  0.000000        14        16        14  3.317553  0.977467  1.852305  0.000000  0.522248  0.000000  0.000000
  1.139777  1.974152  0.000000        14        15        14  3.324440  0.000012  0.000008  0.000000 -0.000004  0.000000  0.000000
  0.866231  1.500355  0.000000        14        15        14  3.324476  0.000012  0.000008  0.000000 -0.000004  0.000000  0.000000
  1.732461  2.316338  0.000000        14        15        14  3.324687  0.000007  0.000010  0.000000  0.000001  0.000000  0.000000
  0.273547  1.158169  0.000000        14        15        14  3.324714  0.000006  0.000010  0.000000  0.000001  0.000000  0.000000
  1.139777  2.658525  0.000000        14        15        14  3.324783  0.000008  0.000008  0.000000  0.000002  0.000000  0.000000
  0.866231  0.815983  0.000000        14        15        14  3.324796  0.000008  0.000008  0.000000  0.000002  0.000000  0.000000
  0.364729  1.052881  0.000000        14        15        13  3.334423  1.157145  1.767097  0.000000 -0.254853  0.000000  0.000000
  1.641279  2.421626  0.000000        14        15        13  3.334448  1.157031  1.766973  0.000000 -0.254855  0.000000  0.000000
  0.911822  0.947593  0.000000        14        15        13  3.334587  1.120721  1.610113  0.000000  0.609485  0.000000  0.000000
  1.094186  2.526914  0.000000        14        15        13  3.334617  1.120672  1.610046  0.000000  0.609514  0.000000  0.000000
  0.729457  0.842305  0.000000        14        15        13  3.334661  1.836743  1.093344  0.000000  0.135713  0.000000  0.000000
  1.276551  2.632202  0.000000        14        15        13  3.334668  1.836674  1.093316  0.000000  0.135728  0.000000  0.000000
  0.911822  1.368745  0.000000        14        15        13  3.334669  1.706335  1.609605  0.000000 -0.681662  0.000000  0.000000
  1.094186  2.105762  0.000000        14        15        13  3.334687  1.706279  1.609550  0.000000 -0.681654  0.000000  0.000000
  0.729457  1.474033  0.000000        14        15        13  3.334744  2.218065  1.094501  0.000000 -0.383388  0.000000  0.000000
  1.276551  2.000474  0.000000        14        15        13  3.334759  2.217962  1.094446  0.000000 -0.383410  0.000000  0.000000
  0.364729  1.263457  0.000000        14        15        13  3.334784  0.959236  1.766705  0.000000  0.516518  0.000000  0.000000
  1.641279  2.211050  0.000000        14        15        13  3.334801  0.959152  1.766655  0.000000  0.516536  0.000000  0.000000
  1.641279  2.474270  0.000000        14        16        14  3.342171  1.213396  1.383258  0.000000 -0.459275  0.000000  0.000000
  0.364729  1.000237  0.000000        14        16        14  3.342197  1.213370  1.383228  0.000000 -0.459276  0.000000  0.000000
  1.048595  2.500592  0.000000        14        16        14  3.342233  0.712502  1.587572  0.000000  0.528160  0.000000  0.000000
  0.957413  0.973915  0.000000        14        16        14  3.342242  0.712491  1.587518  0.000000  0.528176  0.000000  0.000000
  1.048595  2.132084  0.000000        14        16        14  3.342286  1.227763  1.587736  0.000000 -0.525327  0.000000  0.000000
  0.957413  1.342423  0.000000        14        16        14  3.342309  1.227754  1.587708  0.000000 -0.525347  0.000000  0.000000
  1.641279  2.158406  0.000000        14        16        14  3.342312  0.911992  1.384291  0.000000  0.643954  0.000000  0.000000
  1.322142  1.974152  0.000000        14        16        14  3.342326  1.945532  0.865107  0.000000 -0.106819  0.000000  0.000000
  0.364729  1.316101  0.000000        14        16        14  3.342343  0.911909  1.384245  0.000000  0.643947  0.000000  0.000000
  0.683866  1.500355  0.000000        14        16        14  3.342343  1.945523  0.865045  0.000000 -0.106829  0.000000  0.000000
  1.322142  2.658525  0.000000        14        16        14  3.342346  1.738273  0.863354  0.000000 -0.157952  0.000000  0.000000
  0.683866  0.815983  0.000000        14        16        14  3.342359  1.738264  0.863346  0.000000 -0.157941  0.000000  0.000000
  1.185368  1.947830  0.000000        14        15        14  3.346918  0.000013  0.000008  0.000000 -0.000003  0.000000  0.000000
  0.820640  1.526677  0.000000        14        15        14  3.346952  0.000012  0.000007  0.000000 -0.000003  0.000000  0.000000
  1.094186  2.000474  0.000000        14        15        14  3.347002  0.000012  0.000009  0.000000 -0.000004  0.000000  0.000000
  0.911822  1.474033  0.000000        14        15        14  3.347030  0.000012  0.000009  0.000000 -0.000004  0.000000  0.000000
  1.732461  2.368982  0.000000        14        15        14  3.347125  0.000007  0.000010  0.000000 -0.000000  0.000000  0.000000
  0.273547  1.105525  0.000000        14        15        14  3.347151  0.000007  0.000009  0.000000  0.000000  0.000000  0.000000
  1.094186  2.632202  0.000000        14        15        14  3.347231  0.000007  0.000009  0.000000  0.000003  0.000000  0.000000
  0.911822  0.842305  0.000000        14        15        14  3.347238  0.000007  0.000009  0.000000  0.000003  0.000000  0.000000
  1.185368  2.684846  0.000000        14        15        14  3.347285  0.000009  0.000008  0.000000  0.000001  0.000000  0.000000
  1.732461  2.263694  0.000000        14        15        14  3.347303  0.000006  0.000010  0.000000  0.000003  0.000000  0.000000
  0.820640  0.789661  0.000000        14        15        14  3.347303  0.000009  0.000008  0.000000  0.000001  0.000000  0.000000
  0.273547  1.210813  0.000000        14        15        14  3.347329  0.000006  0.000010  0.000000  0.000003  0.000000  0.000000
  1.048595  2.553236  0.000000        14        15        14  3.355100  0.000007  0.000015  0.000000  0.000005  0.000000  0.000000
  0.957413  0.921271  0.000000        14        15        14  3.355101  0.000007  0.000014  0.000000  0.000005  0.000000  0.000000
  1.686870  2.447948  0.000000        14        15        14  3.355147  0.000010  0.000012  0.000000 -0.000003  0.000000  0.000000
  1.276551  1.947830  0.000000        14        15        14  3.355152  0.000018  0.000009  0.000000 -0.000002  0.000000  0.000000
  0.729457  1.526677  0.000000        14        15        14  3.355165  0.000016  0.000008  0.000000 -0.000002  0.000000  0.000000
  0.319138  1.026559  0.000000        14        15        14  3.355173  0.000010  0.000011  0.000000 -0.000003  0.000000  0.000000
  1.048595  2.079440  0.000000        14        15        14  3.355174  0.000014  0.000014  0.000000 -0.000005  0.000000  0.000000
  0.957413  1.395067  0.000000        14        15        14  3.355186  0.000013  0.000014  0.000000 -0.000005  0.000000  0.000000
  1.276551  2.684846  0.000000        14        15        14  3.355311  0.000016  0.000009  0.000000 -0.000001  0.000000  0.000000
  0.729457  0.789661  0.000000        14        15        14  3.355323  0.000017  0.000010  0.000000 -0.000001  0.000000  0.000000
  1.686870  2.184728  0.000000        14        15        14  3.355362  0.000007  0.000012  0.000000  0.000005  0.000000  0.000000
  0.319138  1.289779  0.000000        14        15        14  3.355378  0.000008  0.000013  0.000000  0.000006  0.000000  0.000000
  0.820640  1.474033  0.000000        14        15        13  3.355933  2.388795  1.433974  0.000000 -0.682097  0.000000  0.000000
  0.319138  1.131847  0.000000        14        15        13  3.355940  1.135021  2.023328  0.000000  0.083713  0.000000  0.000000
  0.866231  1.447711  0.000000        14        15        13  3.355941  2.259193  1.564088  0.000000 -0.757500  0.000000  0.000000
  1.185368  2.000474  0.000000        14        15        13  3.355944  2.388774  1.433939  0.000000 -0.682110  0.000000  0.000000
  1.139777  2.026796  0.000000        14        15        13  3.355953  2.259168  1.564032  0.000000 -0.757499  0.000000  0.000000
  1.686870  2.342660  0.000000        14        15        13  3.355954  1.134896  2.023270  0.000000  0.083729  0.000000  0.000000
  0.866231  0.868627  0.000000        14        15        13  3.356027  1.528863  1.564273  0.000000  0.565854  0.000000  0.000000
  1.139777  2.605880  0.000000        14        15        13  3.356032  1.528808  1.564278  0.000000  0.565876  0.000000  0.000000
  0.820640  0.842305  0.000000        14        15        13  3.356049  1.732616  1.433239  0.000000  0.427521  0.000000  0.000000
  1.185368  2.632202  0.000000        14        15        13  3.356050  1.732557  1.433250  0.000000  0.427538  0.000000  0.000000
  0.319138  1.184491  0.000000        14        15        13  3.356091  1.063545  2.022714  0.000000  0.297627  0.000000  0.000000
  1.686870  2.290016  0.000000        14        15        13  3.356102  1.063440  2.022686  0.000000  0.297636  0.000000  0.000000
  0.364729  1.052881  0.000000        14        16        13  3.375427  0.000008  0.000012  0.000000 -0.000002  0.000000  0.000000
  1.641279  2.421626  0.000000        14        16        13  3.375433  0.000008  0.000013  0.000000 -0.000002  0.000000  0.000000
  0.911822  0.947593  0.000000        14        16        13  3.375544  0.000009  0.000012  0.000000  0.000005  0.000000  0.000000
  1.094186  2.526914  0.000000        14        16        13  3.375559  0.000009  0.000013  0.000000  0.000005  0.000000  0.000000
  0.729457  0.842305  0.000000        14        16        13  3.375648  0.000017  0.000010  0.000000  0.000001  0.000000  0.000000
  1.276551  2.632202  0.000000        14        16        13  3.375656  0.000015  0.000009  0.000000  0.000001  0.000000  0.000000
  0.911822  1.368745  0.000000        14        16        13  3.375682  0.000013  0.000012  0.000000 -0.000005  0.000000  0.000000
  1.094186  2.105762  0.000000        14        16        13  3.375686  0.000014  0.000013  0.000000 -0.000005  0.000000  0.000000
  0.729457  1.474033  0.000000        14        16        13  3.375742  0.000016  0.000008  0.000000 -0.000003  0.000000  0.000000
  1.276551  2.000474  0.000000        14        16        13  3.375748  0.000017  0.000009  0.000000 -0.000003  0.000000  0.000000
  1.641279  2.211050  0.000000        14        16        13  3.375762  0.000007  0.000013  0.000000  0.000004  0.000000  0.000000
  0.364729  1.263457  0.000000        14        16        13  3.375763  0.000008  0.000014  0.000000  0.000004  0.000000  0.000000
  0.957413  1.184491  0.000000        14        15        13  3.381883  0.659083  1.463497  0.000000 -0.072700  0.000000  0.000000
  0.547093  1.421389  0.000000        14        15        13  3.381889  1.321930  0.795130  0.000000  0.311413  0.000000  0.000000
  1.048595  2.290016  0.000000        14        15        13  3.381903  0.659033  1.463510  0.000000 -0.072706  0.000000  0.000000
  1.458915  2.053118  0.000000        14        15        13  3.381912  1.321946  0.795106  0.000000  0.311439  0.000000  0.000000
  0.501502  1.395067  0.000000        14        15        13  3.381976  1.155448  0.893723  0.000000  0.427241  0.000000  0.000000
  0.957413  1.131847  0.000000        14        15        13  3.382006  0.591538  1.462997  0.000000  0.100347  0.000000  0.000000
  1.504506  2.079440  0.000000        14        15        13  3.382010  1.155422  0.893717  0.000000  0.427281  0.000000  0.000000
  1.048595  2.342660  0.000000        14        15        13  3.382031  0.591490  1.463004  0.000000  0.100351  0.000000  0.000000
  0.501502  0.921271  0.000000        14        15        13  3.382057  1.234745  0.893655  0.000000 -0.412799  0.000000  0.000000
  0.547093  0.894949  0.000000        14        15        13  3.382086  1.333744  0.795396  0.000000 -0.356018  0.000000  0.000000
  1.504506  2.553236  0.000000        14        15        13  3.382086  1.234763  0.893680  0.000000 -0.412857  0.000000  0.000000
  1.458915  2.579558  0.000000        14        15        13  3.382119  1.333745  0.795421  0.000000 -0.356053  0.000000  0.000000
  1.139777  1.974152  0.000000        14        16        14  3.389051  2.309908  1.545624  0.000000 -0.669807  0.000000  0.000000
  0.866231  1.500355  0.000000        14        16        14  3.389082  2.309768  1.545566  0.000000 -0.669755  0.000000  0.000000
  1.732461  2.316338  0.000000        14        16        14  3.389288  1.183454  1.838790  0.000000  0.224819  0.000000  0.000000
  0.273547  1.158169  0.000000        14        16        14  3.389305  1.183386  1.838678  0.000000  0.224817  0.000000  0.000000
  1.139777  2.658525  0.000000        14        16        14  3.389394  1.484772  1.544825  0.000000  0.397967  0.000000  0.000000
  0.866231  0.815983  0.000000        14        16        14  3.389398  1.484658  1.544818  0.000000  0.397921  0.000000  0.000000
  0.957413  1.237135  0.000000        14        15        13  3.393798  0.801488  1.464506  0.000000 -0.241417  0.000000  0.000000
  0.592684  1.447711  0.000000        14        15        13  3.393803  1.503813  0.757118  0.000000  0.165964  0.000000  0.000000
  1.048595  2.237372  0.000000        14        15        13  3.393810  0.801447  1.464510  0.000000 -0.241424  0.000000  0.000000
  1.413324  2.026796  0.000000        14        15        13  3.393822  1.503824  0.757064  0.000000  0.165960  0.000000  0.000000
  0.455911  0.947593  0.000000        14        15        13  3.393923  1.161256  1.034314  0.000000 -0.434526  0.000000  0.000000
  1.550097  2.526914  0.000000        14        15        13  3.393947  1.161265  1.034312  0.000000 -0.434590  0.000000  0.000000
  0.455911  1.368745  0.000000        14        15        13  3.393955  1.018735  1.034981  0.000000  0.506987  0.000000  0.000000
  1.550097  2.105762  0.000000        14        15        13  3.393995  1.018661  1.034960  0.000000  0.507011  0.000000  0.000000
  0.592684  0.868627  0.000000        14        15        13  3.394009  1.440542  0.757205  0.000000 -0.274344  0.000000  0.000000
  1.413324  2.605880  0.000000        14        15        13  3.394039  1.440509  0.757215  0.000000 -0.274354  0.000000  0.000000
  0.957413  1.079203  0.000000        14        15        13  3.394058  0.594607  1.463356  0.000000  0.260771  0.000000  0.000000
  1.048595  2.395304  0.000000        14        15        13  3.394081  0.594571  1.463338  0.000000  0.260790  0.000000  0.000000
  0.547093  1.421389  0.000000        14        16        13  3.396956  0.000108  0.000065  0.000000  0.000025  0.000000  0.000000
  0.957413  1.184491  0.000000        14        16        13  3.396957  0.000053  0.000118  0.000000 -0.000006  0.000000  0.000000
  1.048595  2.290016  0.000000        14        16        13  3.396980  0.000040  0.000089  0.000000 -0.000005  0.000000  0.000000
  1.458915  2.053118  0.000000        14        16        13  3.396989  0.000086  0.000052  0.000000  0.000020  0.000000  0.000000
  0.501502  1.395067  0.000000        14        16        13  3.397048  0.000095  0.000073  0.000000  0.000035  0.000000  0.000000
  1.504506  2.079440  0.000000        14        16        13  3.397075  0.000071  0.000055  0.000000  0.000026  0.000000  0.000000
  0.957413  1.131847  0.000000        14        16        13  3.397076  0.000049  0.000121  0.000000  0.000008  0.000000  0.000000
  1.048595  2.342660  0.000000        14        16        13  3.397107  0.000038  0.000094  0.000000  0.000006  0.000000  0.000000
  0.501502  0.921271  0.000000        14        16        13  3.397132  0.000114  0.000083  0.000000 -0.000038  0.000000  0.000000
  1.504506  2.553236  0.000000        14        16        13  3.397158  0.000078  0.000057  0.000000 -0.000026  0.000000  0.000000
  0.547093  0.894949  0.000000        14        16        13  3.397162  0.000122  0.000073  0.000000 -0.000032  0.000000  0.000000
  1.458915  2.579558  0.000000        14        16        13  3.397191  0.000085  0.000051  0.000000 -0.000022  0.000000  0.000000
  1.048595  2.553236  0.000000        14        16        14  3.398064  0.789697  1.588080  0.000000  0.549869  0.000000  0.000000
  0.957413  0.921271  0.000000        14        16        14  3.398082  0.789665  1.588024  0.000000  0.549848  0.000000  0.000000
  1.276551  1.947830  0.000000        14        16        14  3.398191  2.055313  1.012628  0.000000 -0.245799  0.000000  0.000000
  1.686870  2.447948  0.000000        14        16        14  3.398193  1.267811  1.459200  0.000000 -0.359166  0.000000  0.000000
  1.048595  2.079440  0.000000        14        16        14  3.398209  1.484363  1.587391  0.000000 -0.579217  0.000000  0.000000
  0.729457  1.526677  0.000000        14        16        14  3.398212  2.055258  1.012604  0.000000 -0.245809  0.000000  0.000000
  0.319138  1.026559  0.000000        14        16        14  3.398223  1.267735  1.459142  0.000000 -0.359109  0.000000  0.000000
  0.957413  1.395067  0.000000        14        16        14  3.398232  1.484364  1.587353  0.000000 -0.579233  0.000000  0.000000
  1.276551  2.684846  0.000000        14        16        14  3.398330  1.723621  1.010223  0.000000 -0.097644  0.000000  0.000000
  0.729457  0.789661  0.000000        14        16        14  3.398345  1.723572  1.010248  0.000000 -0.097634  0.000000  0.000000
  1.686870  2.184728  0.000000        14        16        14  3.398372  0.912634  1.459686  0.000000  0.620780  0.000000  0.000000
  0.319138  1.289779  0.000000        14        16        14  3.398403  0.912545  1.459601  0.000000  0.620734  0.000000  0.000000
  1.504506  2.605880  0.000000        14        15        14  3.403419  0.002796  0.001587  0.000000 -0.001055  0.000000  0.000000
  1.504506  2.026796  0.000000        14        15        14  3.403421  0.002589  0.001639  0.000000  0.000997  0.000000  0.000000
  1.003004  2.316338  0.000000        14        15        14  3.403424  0.000949  0.003012  0.000000  0.000082  0.000000  0.000000
  0.501502  1.447711  0.000000        14        15        14  3.403433  0.003168  0.002007  0.000000  0.001221  0.000000  0.000000
  0.501502  0.868627  0.000000        14        15        14  3.403436  0.004079  0.002316  0.000000 -0.001541  0.000000  0.000000
  1.003004  1.158169  0.000000        14        15        14  3.403454  0.001313  0.004163  0.000000  0.000113  0.000000  0.000000
  1.504506  2.605880  0.000000        14        16        14  3.405935  1.223703  0.694329  0.000000 -0.462036  0.000000  0.000000
  1.504506  2.026796  0.000000        14        16        14  3.405938  1.096917  0.694463  0.000000  0.423270  0.000000  0.000000
  1.003004  2.316338  0.000000        14        16        14  3.405941  0.430695  1.366962  0.000000  0.037351  0.000000  0.000000
  0.501502  1.447711  0.000000        14        16        14  3.405947  1.096323  0.694127  0.000000  0.423035  0.000000  0.000000
  0.501502  0.868627  0.000000        14        16        14  3.405952  1.222424  0.693574  0.000000 -0.461516  0.000000  0.000000
  1.003004  1.158169  0.000000        14        16        14  3.405955  0.430332  1.365751  0.000000  0.037336  0.000000  0.000000
  0.319138  1.079203  0.000000        14        15        13  3.406443  1.180712  1.793787  0.000000 -0.120119  0.000000  0.000000
  1.686870  2.395304  0.000000        14        15        13  3.406466  1.180602  1.793685  0.000000 -0.120094  0.000000  0.000000
  0.775048  1.500355  0.000000        14        15        13  3.406518  2.275373  1.235924  0.000000 -0.506980  0.000000  0.000000
  1.230959  1.974152  0.000000        14        15        13  3.406527  2.275321  1.235909  0.000000 -0.506995  0.000000  0.000000
  0.911822  0.894949  0.000000        14        15        13  3.406530  1.191730  1.582142  0.000000  0.587347  0.000000  0.000000
  0.911822  1.421389  0.000000        14        15        13  3.406531  1.931486  1.581543  0.000000 -0.707212  0.000000  0.000000
  1.094186  2.579558  0.000000        14        15        13  3.406554  1.191692  1.582125  0.000000  0.587364  0.000000  0.000000
  1.094186  2.053118  0.000000        14        15        13  3.406555  1.931445  1.581475  0.000000 -0.707200  0.000000  0.000000
  1.230959  2.658525  0.000000        14        15        13  3.406649  1.747568  1.234254  0.000000  0.205465  0.000000  0.000000
  0.775048  0.815983  0.000000        14        15        13  3.406651  1.747623  1.234236  0.000000  0.205462  0.000000  0.000000
  1.458915  2.000474  0.000000        14        15        14  3.406752  0.001196  0.000643  0.000000  0.000314  0.000000  0.000000
  0.319138  1.237135  0.000000        14        15        13  3.406773  0.974877  1.792948  0.000000  0.462174  0.000000  0.000000
  1.003004  2.263694  0.000000        14        15        14  3.406775  0.000440  0.001150  0.000000 -0.000071  0.000000  0.000000
  0.547093  1.474033  0.000000        14        15        14  3.406779  0.001368  0.000736  0.000000  0.000360  0.000000  0.000000
  1.686870  2.237372  0.000000        14        15        13  3.406782  0.974818  1.792913  0.000000  0.462180  0.000000  0.000000
  1.458915  2.632202  0.000000        14        15        14  3.406798  0.001141  0.000583  0.000000 -0.000376  0.000000  0.000000
  1.550097  2.579558  0.000000        14        15        14  3.406801  0.001052  0.000683  0.000000 -0.000434  0.000000  0.000000
  1.003004  1.210813  0.000000        14        15        14  3.406810  0.000580  0.001517  0.000000 -0.000095  0.000000  0.000000
  0.547093  0.842305  0.000000        14        15        14  3.406813  0.001583  0.000810  0.000000 -0.000522  0.000000  0.000000
  0.455911  0.894949  0.000000        14        15        14  3.406817  0.001509  0.000980  0.000000 -0.000624  0.000000  0.000000
  1.550097  2.053118  0.000000        14        15        14  3.406827  0.000822  0.000641  0.000000  0.000419  0.000000  0.000000
  0.455911  1.421389  0.000000        14        15        14  3.406834  0.001062  0.000828  0.000000  0.000542  0.000000  0.000000
  1.003004  2.368982  0.000000        14        15        14  3.406913  0.000354  0.001245  0.000000  0.000144  0.000000  0.000000
  1.003004  1.105525  0.000000        14        15        14  3.406930  0.000460  0.001617  0.000000  0.000187  0.000000  0.000000
  1.230959  1.921508  0.000000        14        15        14  3.408013  0.000015  0.000009  0.000000 -0.000002  0.000000  0.000000
  0.775048  1.552999  0.000000        14        15        14  3.408040  0.000013  0.000008  0.000000 -0.000002  0.000000  0.000000
  1.048595  2.026796  0.000000        14        15        14  3.408113  0.000013  0.000012  0.000000 -0.000004  0.000000  0.000000
  0.957413  1.447711  0.000000        14        15        14  3.408128  0.000013  0.000012  0.000000 -0.000004  0.000000  0.000000
  1.048595  2.605880  0.000000        14        15        14  3.408157  0.000006  0.000012  0.000000  0.000004  0.000000  0.000000
  0.957413  0.868627  0.000000        14        15        14  3.408157  0.000006  0.000012  0.000000  0.000004  0.000000  0.000000
  1.732461  2.421626  0.000000        14        15        14  3.408228  0.000010  0.000010  0.000000 -0.000001  0.000000  0.000000
  0.273547  1.052881  0.000000        14        15        14  3.408257  0.000009  0.000009  0.000000 -0.000001  0.000000  0.000000
  1.230959  2.711169  0.000000        14        15        14  3.408348  0.000012  0.000009  0.000000 -0.000001  0.000000  0.000000
  0.775048  0.763339  0.000000        14        15        14  3.408365  0.000012  0.000009  0.000000 -0.000001  0.000000  0.000000
  1.732461  2.211050  0.000000        14        15        14  3.408441  0.000007  0.000010  0.000000  0.000004  0.000000  0.000000
  0.273547  1.263457  0.000000        14        15        14  3.408463  0.000007  0.000011  0.000000  0.000004  0.000000  0.000000
  1.185368  1.947830  0.000000        14        16        14  3.408940  2.322347  1.385579  0.000000 -0.537085  0.000000  0.000000
  0.820640  1.526677  0.000000        14        16        14  3.408964  2.322208  1.385564  0.000000 -0.537055  0.000000  0.000000
  1.094186  2.000474  0.000000        14        16        14  3.409015  2.079018  1.629992  0.000000 -0.678692  0.000000  0.000000
  0.911822  1.474033  0.000000        14        16        14  3.409042  2.078937  1.629928  0.000000 -0.678656  0.000000  0.000000
  1.732461  2.368982  0.000000        14        16        14  3.409146  1.285913  1.730303  0.000000 -0.019667  0.000000  0.000000
  0.273547  1.105525  0.000000        14        16        14  3.409165  1.285828  1.730216  0.000000 -0.019619  0.000000  0.000000
  1.094186  2.632202  0.000000        14        16        14  3.409215  1.189970  1.630049  0.000000  0.502663  0.000000  0.000000
  0.911822  0.842305  0.000000        14        16        14  3.409228  1.189872  1.630019  0.000000  0.502600  0.000000  0.000000
  1.732461  2.263694  0.000000        14        16        14  3.409297  1.084092  1.729572  0.000000  0.441522  0.000000  0.000000
  1.185368  2.684846  0.000000        14        16        14  3.409299  1.640679  1.384094  0.000000  0.183865  0.000000  0.000000
  0.820640  0.789661  0.000000        14        16        14  3.409306  1.640564  1.384119  0.000000  0.183846  0.000000  0.000000
  0.273547  1.210813  0.000000        14        16        14  3.409311  1.084038  1.729463  0.000000  0.441479  0.000000  0.000000
  1.458915  2.000474  0.000000        14        16        14  3.410793  1.231237  0.662334  0.000000  0.324323  0.000000  0.000000
  0.547093  1.474033  0.000000        14        16        14  3.410804  1.231087  0.662239  0.000000  0.324246  0.000000  0.000000
  1.003004  2.263694  0.000000        14        16        14  3.410805  0.525385  1.373949  0.000000 -0.085010  0.000000  0.000000
  1.003004  1.210813  0.000000        14        16        14  3.410829  0.525245  1.373513  0.000000 -0.084985  0.000000  0.000000
  1.458915  2.632202  0.000000        14        16        14  3.410831  1.295454  0.662048  0.000000 -0.426978  0.000000  0.000000
  1.550097  2.579558  0.000000        14        16        14  3.410836  1.186163  0.769748  0.000000 -0.489513  0.000000  0.000000
  0.547093  0.842305  0.000000        14        16        14  3.410842  1.295040  0.661799  0.000000 -0.426799  0.000000  0.000000
  1.550097  2.053118  0.000000        14        16        14  3.410845  0.988603  0.770294  0.000000  0.504930  0.000000  0.000000
  0.455911  0.894949  0.000000        14        16        14  3.410847  1.185730  0.769443  0.000000 -0.489309  0.000000  0.000000
  0.455911  1.421389  0.000000        14        16        14  3.410851  0.988327  0.770169  0.000000  0.504821  0.000000  0.000000
  1.003004  2.368982  0.000000        14        16        14  3.410948  0.390176  1.373977  0.000000  0.158414  0.000000  0.000000
  1.003004  1.105525  0.000000        14        16        14  3.410953  0.390075  1.373565  0.000000  0.158408  0.000000  0.000000
  0.820640  1.474033  0.000000        14        16        13  3.411536  0.000012  0.000007  0.000000 -0.000003  0.000000  0.000000
  1.185368  2.000474  0.000000        14        16        13  3.411544  0.000013  0.000008  0.000000 -0.000004  0.000000  0.000000
  0.866231  1.447711  0.000000        14        16        13  3.411546  0.000012  0.000008  0.000000 -0.000004  0.000000  0.000000
  0.319138  1.131847  0.000000        14        16        13  3.411548  0.000006  0.000010  0.000000  0.000000  0.000000  0.000000
  1.139777  2.026796  0.000000        14        16        13  3.411551  0.000012  0.000009  0.000000 -0.000004  0.000000  0.000000
  1.686870  2.342660  0.000000        14        16        13  3.411560  0.000006  0.000011  0.000000  0.000000  0.000000  0.000000
  0.866231  0.868627  0.000000        14        16        13  3.411625  0.000008  0.000009  0.000000  0.000003  0.000000  0.000000
  1.139777  2.605880  0.000000        14        16        13  3.411631  0.000009  0.000009  0.000000  0.000003  0.000000  0.000000
  0.820640  0.842305  0.000000        14        16        13  3.411661  0.000010  0.000008  0.000000  0.000002  0.000000  0.000000
  1.185368  2.632202  0.000000        14        16        13  3.411665  0.000010  0.000008  0.000000  0.000002  0.000000  0.000000
  0.319138  1.184491  0.000000        14        16        13  3.411688  0.000006  0.000011  0.000000  0.000002  0.000000  0.000000
  1.686870  2.290016  0.000000        14        16        13  3.411697  0.000006  0.000012  0.000000  0.000002  0.000000  0.000000
  0.592684  1.447711  0.000000        14        16        13  3.411943  0.000078  0.000039  0.000000  0.000009  0.000000  0.000000
  0.957413  1.237135  0.000000        14        16        13  3.411949  0.000039  0.000071  0.000000 -0.000012  0.000000  0.000000
  1.048595  2.237372  0.000000        14        16        13  3.411968  0.000031  0.000057  0.000000 -0.000009  0.000000  0.000000
  1.413324  2.026796  0.000000        14        16        13  3.411973  0.000067  0.000033  0.000000  0.000007  0.000000  0.000000
  0.455911  0.947593  0.000000        14        16        13  3.412076  0.000066  0.000059  0.000000 -0.000024  0.000000  0.000000
  0.455911  1.368745  0.000000        14        16        13  3.412093  0.000053  0.000054  0.000000  0.000026  0.000000  0.000000
