 number of kpoints:        1936
 number of conduction states           2
 number of valence states           2
 # kx ky kz nocp nc nv  energy  xx  yy  zz  xy  xz  yz
  1.367733  2.421626  0.000000        14        16        14  2.417997  0.002476  0.002099  0.000000 -0.000030  0.000000  0.000000
  0.638275  1.052881  0.000000        14        16        14  2.418028  0.002612  0.002215  0.000000 -0.000033  0.000000  0.000000
  1.413324  2.395304  0.000000        14        16        14  2.418073  0.002406  0.002566  0.000000 -0.000195  0.000000  0.000000
  0.592684  1.079203  0.000000        14        16        14  2.418093  0.002403  0.002562  0.000000 -0.000196  0.000000  0.000000
  0.683866  1.184491  0.000000        14        16        13  2.419261  3.907007  3.791928  0.000000 -0.101238  0.000000  0.000000
  1.322142  2.290016  0.000000        14        16        13  2.419285  3.907067  3.791986  0.000000 -0.101183  0.000000  0.000000
  0.683866  1.131847  0.000000        14        16        13  2.419291  3.887206  3.790853  0.000000  0.093813  0.000000  0.000000
  1.322142  2.342660  0.000000        14        16        13  2.419312  3.887278  3.790915  0.000000  0.093848  0.000000  0.000000
  0.638275  1.158169  0.000000        14        16        13  2.419314  3.731732  3.945501  0.000000  0.004650  0.000000  0.000000
  1.367733  2.316338  0.000000        14        16        13  2.419335  3.731879  3.945520  0.000000  0.004679  0.000000  0.000000
  1.276551  2.421626  0.000000        14        15        14  2.429847  3.770994  3.158817  0.000000  0.606226  0.000000  0.000000
  0.729457  1.052881  0.000000        14        15        14  2.429877  3.769623  3.157849  0.000000  0.606029  0.000000  0.000000
  1.458915  2.316338  0.000000        14        15        14  2.430077  2.780260  4.138875  0.000000  0.037745  0.000000  0.000000
  0.547093  1.158169  0.000000        14        15        14  2.430101  2.781070  4.139858  0.000000  0.037726  0.000000  0.000000
  1.276551  2.211050  0.000000        14        15        14  2.430214  3.900372  3.157906  0.000000 -0.646600  0.000000  0.000000
  0.729457  1.263457  0.000000        14        15        14  2.430252  3.898680  3.156647  0.000000 -0.646330  0.000000  0.000000
  1.276551  2.421626  0.000000        14        16        14  2.431860  0.010509  0.008792  0.000000  0.001692  0.000000  0.000000
  0.729457  1.052881  0.000000        14        16        14  2.431888  0.011642  0.009749  0.000000  0.001875  0.000000  0.000000
  1.458915  2.316338  0.000000        14        16        14  2.432081  0.010093  0.015052  0.000000  0.000139  0.000000  0.000000
  0.547093  1.158169  0.000000        14        16        14  2.432102  0.009409  0.014029  0.000000  0.000129  0.000000  0.000000
  1.276551  2.211050  0.000000        14        16        14  2.432215  0.013363  0.010807  0.000000 -0.002220  0.000000  0.000000
