 #energy(eV) sum-lft(s)  x-lft(s) y-lft(s) z-lft(s) sp-lft(s) sm-lft(s)
         2.3736     0.6309E-08     0.1303E-07     0.1223E-07       Infinity     0.1275E-06     0.6638E-08
         2.3753     0.6229E-07     0.8600E-07     0.2259E-06       Infinity     0.6754E-07     0.8017E-06
         2.3753     0.4481E-08     0.1369E-07     0.6661E-08       Infinity     0.1288E-06     0.4642E-08
         2.4003     0.2629E-11     0.5368E-11     0.5153E-11       Infinity     0.2656E-11     0.2563E-09
         2.4004     0.5547E-11     0.3885E-10     0.6471E-11       Infinity     0.2467E-10     0.7156E-11
         2.4024     0.1106E-08     0.2380E-08     0.2068E-08       Infinity     0.1109E-08     0.5119E-06
         2.4025     0.1221E-08     0.8514E-08     0.1425E-08       Infinity     0.6406E-08     0.1508E-08
         2.4038     0.6337E-11     0.1745E-10     0.9949E-11       Infinity     0.6464E-11     0.3226E-09
         2.4038     0.7608E-11     0.1433E-10     0.1622E-10       Infinity     0.4879E-09     0.7728E-11
         2.4068     0.4005E-08     0.1033E-07     0.6539E-08       Infinity     0.4073E-08     0.2405E-06
         2.4069     0.6146E-08     0.1358E-07     0.1123E-07       Infinity     0.1066E-05     0.6181E-08
         2.4273     0.4590E-11     0.7274E-11     0.1244E-10       Infinity     0.4973E-11     0.5948E-10
         2.4274     0.3144E-10     0.4525E-10     0.1031E-09       Infinity     0.5052E-09     0.3353E-10
         2.4281     0.2206E-09     0.3457E-09     0.6093E-09       Infinity     0.2419E-09     0.2498E-08
         2.4284     0.7662E-09     0.1275E-08     0.1921E-08       Infinity     0.6517E-07     0.7754E-09
         2.4496     0.3522E-12     0.7581E-12     0.6576E-12       Infinity     0.3599E-12     0.1642E-10
         2.4498     0.1705E-09     0.1925E-09     0.1497E-08       Infinity     0.3877E-09     0.3045E-09
         2.4498     0.1744E-12     0.3676E-12     0.3319E-12       Infinity     0.1778E-12     0.9181E-11
         2.4514     0.4604E-12     0.6388E-12     0.1649E-11       Infinity     0.1600E-11     0.6464E-12
         2.4548     0.5777E-09     0.3085E-08     0.7109E-09       Infinity     0.7708E-09     0.2306E-08
         2.4550     0.3924E-10     0.6181E-10     0.1074E-09       Infinity     0.5214E-09     0.4243E-10
         2.4550     0.1189E-10     0.2511E-10     0.2260E-10       Infinity     0.1207E-10     0.8351E-09
         2.4559     0.5340E-09     0.1253E-08     0.9304E-09       Infinity     0.8425E-09     0.1458E-08
         2.4563     0.4721E-08     0.7092E-08     0.1412E-07       Infinity     0.1298E-07     0.7418E-08
         2.4563     0.7392E-09     0.6139E-08     0.8403E-09       Infinity     0.2675E-08     0.1021E-08
         2.4574     0.2003E-08     0.3029E-08     0.5917E-08       Infinity     0.2857E-08     0.6703E-08
         2.4579     0.2494E-09     0.4158E-09     0.6231E-09       Infinity     0.1267E-07     0.2544E-09
         2.4586     0.3208E-08     0.9547E-08     0.4832E-08       Infinity     0.2199E-07     0.3757E-08
         2.4588     0.1307E-09     0.2294E-09     0.3037E-09       Infinity     0.1957E-08     0.1400E-09
         2.4594     0.4957E-11     0.6621E-11     0.1973E-10       Infinity     0.3257E-10     0.5847E-11
         2.4600     0.8802E-12     0.1752E-11     0.1769E-11       Infinity     0.2399E-11     0.1390E-11
         2.4623     0.1254E-11     0.1825E-11     0.4005E-11       Infinity     0.1417E-11     0.1090E-10
         2.4623     0.7515E-12     0.1833E-11     0.1274E-11       Infinity     0.1592E-11     0.1423E-11
         2.4648     0.6631E-11     0.1368E-10     0.1287E-10       Infinity     0.6633E-11     0.1622E-07
         2.4650     0.2582E-11     0.1510E-10     0.3114E-11       Infinity     0.1341E-10     0.3197E-11
         2.4674     0.3882E-09     0.7137E-09     0.8510E-09       Infinity     0.3558E-08     0.4357E-09
         2.4676     0.1480E-11     0.5016E-11     0.2100E-11       Infinity     0.1548E-11     0.3371E-10
         2.4677     0.3809E-10     0.1147E-09     0.5703E-10       Infinity     0.4016E-10     0.7367E-09
         2.4677     0.2742E-11     0.7471E-11     0.4331E-11       Infinity     0.1381E-09     0.2797E-11
         2.4686     0.1353E-11     0.2346E-11     0.3195E-11       Infinity     0.1442E-11     0.2189E-10
         2.4688     0.3481E-11     0.3844E-11     0.3686E-10       Infinity     0.1019E-10     0.5287E-11
         2.4720     0.1579E-08     0.2774E-08     0.3667E-08       Infinity     0.1629E-08     0.5169E-07
         2.4721     0.1953E-08     0.2317E-08     0.1242E-07       Infinity     0.6293E-08     0.2831E-08
         2.4724     0.2774E-08     0.7173E-08     0.4523E-08       Infinity     0.9883E-08     0.3857E-08
         2.4724     0.7145E-08     0.1342E-07     0.1528E-07       Infinity     0.1015E-07     0.2412E-07
         2.4726     0.3710E-08     0.1802E-07     0.4672E-08       Infinity     0.4169E-08     0.3372E-07
         2.4726     0.1380E-07     0.8942E-07     0.1632E-07       Infinity     0.2883E-07     0.2647E-07
         2.4762     0.2765E-11     0.6722E-11     0.4696E-11       Infinity     0.3079E-11     0.2707E-10
         2.4765     0.1012E-10     0.2368E-10     0.1767E-10       Infinity     0.1119E-10     0.1055E-09
         2.4767     0.1915E-10     0.9679E-10     0.2387E-10       Infinity     0.1873E-09     0.2133E-10
         2.4772     0.9332E-12     0.4626E-11     0.1169E-11       Infinity     0.9407E-11     0.1036E-11
         2.4792     0.5437E-11     0.1875E-10     0.7659E-11       Infinity     0.1970E-10     0.7511E-11
         2.4793     0.1211E-10     0.5412E-10     0.1560E-10       Infinity     0.2188E-10     0.2710E-10
         2.4812     0.1144E-10     0.1791E-10     0.3164E-10       Infinity     0.1168E-10     0.5536E-09
         2.4813     0.1073E-10     0.2107E-10     0.2185E-10       Infinity     0.2766E-07     0.1073E-10
         2.4908     0.5312E-08     0.1836E-07     0.7474E-08       Infinity     0.7435E-08     0.1860E-07
         2.4911     0.6806E-09     0.2074E-08     0.1013E-08       Infinity     0.8816E-08     0.7375E-09
         2.4973     0.6772E-11     0.7855E-11     0.4912E-10       Infinity     0.3393E-10     0.8461E-11
         2.4977     0.1105E-11     0.3052E-11     0.1733E-11       Infinity     0.1863E-11     0.2718E-11
         2.4991     0.7265E-09     0.1276E-08     0.1688E-08       Infinity     0.2363E-08     0.1049E-08
         2.4995     0.8725E-08     0.1117E-07     0.3990E-07       Infinity     0.4302E-07     0.1094E-07
         2.5017     0.1162E-11     0.1843E-11     0.3146E-11       Infinity     0.1434E-11     0.6129E-11
         2.5020     0.5076E-11     0.2776E-10     0.6211E-11       Infinity     0.2720E-10     0.6240E-11
         2.5044     0.2454E-09     0.4922E-09     0.4895E-09       Infinity     0.2475E-09     0.2961E-07
         2.5044     0.1477E-08     0.4328E-08     0.2241E-08       Infinity     0.1128E-07     0.1699E-08
         2.5057     0.3217E-11     0.6437E-11     0.6431E-11       Infinity     0.3249E-11     0.3228E-09
         2.5057     0.1686E-10     0.8031E-10     0.2134E-10       Infinity     0.7462E-10     0.2178E-10
         2.5080     0.1112E-08     0.7715E-08     0.1299E-08       Infinity     0.1336E-08     0.6640E-08
         2.5089     0.1612E-08     0.9001E-08     0.1964E-08       Infinity     0.1273E-07     0.1846E-08
         2.5109     0.3796E-10     0.4617E-10     0.2136E-09       Infinity     0.9362E-10     0.6386E-10
         2.5109     0.6129E-11     0.1156E-10     0.1305E-10       Infinity     0.6191E-11     0.6086E-09
         2.5112     0.1754E-09     0.2074E-09     0.1136E-08       Infinity     0.3574E-09     0.3443E-09
         2.5112     0.3487E-10     0.6890E-10     0.7061E-10       Infinity     0.3528E-10     0.3061E-08
         2.5147     0.6317E-12     0.7744E-12     0.3427E-11       Infinity     0.7210E-12     0.5098E-11
         2.5149     0.1270E-11     0.4691E-11     0.1741E-11       Infinity     0.5532E-11     0.1648E-11
         2.5177     0.8464E-09     0.2659E-08     0.1242E-08       Infinity     0.1033E-08     0.4689E-08
         2.5181     0.1120E-08     0.1488E-08     0.4532E-08       Infinity     0.2359E-08     0.2132E-08
         2.5211     0.1594E-11     0.2752E-11     0.3787E-11       Infinity     0.2338E-11     0.5008E-11
         2.5217     0.6587E-12     0.1659E-10     0.6859E-12       Infinity     0.1496E-11     0.1177E-11
         2.5239     0.3872E-12     0.6665E-12     0.9239E-12       Infinity     0.4156E-12     0.5667E-11
         2.5249     0.4098E-10     0.6818E-10     0.1027E-09       Infinity     0.4316E-10     0.8086E-09
         2.5253     0.1265E-11     0.5319E-11     0.1659E-11       Infinity     0.1659E-11     0.5317E-11
         2.5255     0.4529E-11     0.2165E-10     0.5728E-11       Infinity     0.7980E-11     0.1047E-10
         2.5270     0.2798E-09     0.7735E-09     0.4384E-09       Infinity     0.4087E-09     0.8874E-09
         2.5275     0.1065E-09     0.1320E-09     0.5516E-09       Infinity     0.8957E-09     0.1209E-09
         2.5280     0.2057E-11     0.5083E-11     0.3454E-11       Infinity     0.3144E-11     0.5945E-11
         2.5285     0.9868E-12     0.1301E-11     0.4088E-11       Infinity     0.9179E-11     0.1106E-11
         2.5287     0.1676E-11     0.9885E-11     0.2018E-11       Infinity     0.3221E-11     0.3493E-11
         2.5289     0.1379E-10     0.7017E-10     0.1717E-10       Infinity     0.2607E-10     0.2929E-10
         2.5291     0.3573E-10     0.7217E-10     0.7077E-10       Infinity     0.6791E-09     0.3772E-10
         2.5306     0.3467E-11     0.1349E-10     0.4665E-11       Infinity     0.5394E-10     0.3705E-11
         2.5321     0.7880E-09     0.2321E-08     0.1193E-08       Infinity     0.8444E-09     0.1179E-07
         2.5329     0.4372E-09     0.8941E-09     0.8555E-09       Infinity     0.8466E-08     0.4610E-09
         2.5372     0.1458E-10     0.3527E-10     0.2485E-10       Infinity     0.4762E-10     0.2101E-10
         2.5374     0.3918E-11     0.6858E-11     0.9140E-11       Infinity     0.1434E-09     0.4028E-11
         2.5416     0.6821E-09     0.9961E-09     0.2164E-08       Infinity     0.7112E-09     0.1665E-07
         2.5427     0.1131E-08     0.3153E-08     0.1765E-08       Infinity     0.4616E-08     0.1499E-08
         2.5434     0.3269E-06     0.6273E-06     0.6827E-06       Infinity     0.5158E-06     0.8927E-06
         2.5434     0.4464E-06     0.5951E-06     0.1785E-05       Infinity     0.4836E-06     0.5803E-05
         2.5444     0.8709E-12     0.1410E-11     0.2278E-11       Infinity     0.9390E-12     0.1200E-10
         2.5454     0.2730E-11     0.4803E-11     0.6322E-11       Infinity     0.1351E-10     0.3421E-11
         2.5476     0.1741E-08     0.2259E-08     0.7602E-08       Infinity     0.2180E-07     0.1892E-08
         2.5480     0.1027E-07     0.2221E-07     0.1912E-07       Infinity     0.1219E-05     0.1036E-07
         2.5520     0.4296E-08     0.9209E-08     0.8054E-08       Infinity     0.4302E-08     0.3305E-05
         2.5521     0.4837E-08     0.2514E-07     0.5990E-08       Infinity     0.2587E-07     0.5951E-08
         2.5530     0.5405E-09     0.6490E-09     0.3233E-08       Infinity     0.6485E-09     0.3247E-08
         2.5530     0.8483E-09     0.1565E-08     0.1852E-08       Infinity     0.8583E-09     0.7249E-07
         2.5550     0.1538E-11     0.2074E-11     0.5956E-11       Infinity     0.3777E-11     0.2596E-11
         2.5552     0.2287E-11     0.2557E-10     0.2512E-11       Infinity     0.5779E-11     0.3786E-11
         2.5568     0.6094E-08     0.1253E-07     0.1186E-07       Infinity     0.6882E-08     0.5320E-07
         2.5570     0.1409E-08     0.3726E-08     0.2265E-08       Infinity     0.4770E-07     0.1451E-08
         2.5583     0.4119E-11     0.2851E-10     0.4815E-11       Infinity     0.4874E-11     0.2659E-10
         2.5584     0.8095E-11     0.1044E-09     0.8775E-11       Infinity     0.2437E-10     0.1212E-10
